Project,Scenario,Dollar_year,Weather_year,Start_day,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambium24,allScenarios,2023$,2012,Sunday,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity
LowRECost_HighNGPrice,FRCC,2030,295049900,10937488,0,91773.2,306079140,284446937.9,225968980,991727.2,498441.3,0.0359,0.0539,0.12,120558.48,69467.1,272.4,13.2,1.76,26.3,1607.3,0.14,273.3,74.3,347.5,292.7,14.2,1.9,28.3,1725.6,0.16,293.6,79.7,373.3,306.8,7.2,0.79,35,2237.9,0.13,307.2,101.7,408.9,452.8,18,2.32,45,2880.8,0.21,454,130.9,584.8,83234567.4,4040.6,538.4,8043889.8,491159.4,44.3,83501962.2,22692529,106194491.2,42.72,23.41,0,66.12,45.47,26.1,0,71.57,0,474.8,474.8,305585860,80110170,9316566,3694621.5,0,25922946,0,5931602,156842850,185898.6,0,229464,29281690,1661.2,0,73249960,928600.4,0,8061.3,680.4,3764.2,0,3748.2,41330.3,8517.8,0,57.5,3666,4161.5,0,31436.2,0,430,32245,0,0
LowRECost_HighNGPrice,FRCC,2035,330842620,28505862,0,538184.7,359886660,318953400.5,186273120,7751727,5936554.5,0.0359,0.0539,0.12,57370.63,77729.2,130.4,2.5,0.25,16.7,985.9,0.08,130.5,46.1,176.6,144.9,2.7,0.27,18.6,1096.2,0.09,145.1,51.3,196.4,103.7,2,0.22,12.3,765,0.05,103.8,35.1,139,307.1,5.8,0.59,36.3,2304.4,0.14,307.4,105,412.4,46676223.1,880,88,5966475.3,353005.4,26.9,46726483.3,16493393.2,63219876.4,40.61,10.72,0,51.33,44.59,12.52,0,57.11,105137.4,9196083,9301220,358071500,173613540,24264796,3694621.5,0,0,0,12190546,126696150,276246.2,0,229139.4,29281690,15313.2,0,134205656,27217332,0,18037.8,680.4,0,0,7810.5,41158.3,8420.8,0,57.5,3666,3929.5,0,60556.6,0,11520,72151,0,0
LowRECost_HighNGPrice,FRCC,2040,372987650,46327664,0,898828.7,420214140,359583936.5,189256200,11726492,7837645,0.0359,0.0539,0.12,77046.49,88067.4,99.5,1.9,0.19,12.8,753.1,0.06,99.6,35.3,135,113.9,2.1,0.21,14.8,862.1,0.07,114,40.5,154.5,110.8,2.1,0.21,13.4,832.2,0.05,111,38.2,149.2,279.6,5.3,0.54,33.1,2093.8,0.13,279.9,95.5,375.4,41441281.3,781.1,78.1,5348014.1,313545.5,24.7,41485889.7,14698403.4,56184293.1,36.89,14.05,0,50.94,41.47,16.99,0,58.46,170790,19974174,20144964,416325300,230957950,39457816,3696275.5,0,0,0,14524720,112463080,233770.7,0,228692.5,29281690,6031.5,0,170152460,46280770,0,29076.3,680.7,0,0,9331.1,41158.3,8408.8,0,57.5,3666,3744.2,0,80257.7,0,18900,116305,0,0
LowRECost_HighNGPrice,FRCC,2045,414660220,68670260,0,1039971.2,484370430,399759023,201192980,14535987,7176465.5,0.0359,0.0539,0.12,103200.46,98629.6,79.1,1.5,0.15,10.2,598.4,0.05,79.2,28,107.2,93.1,1.8,0.18,12.1,704.9,0.06,93.2,33.1,126.4,99.7,1.9,0.19,11.8,747.9,0.04,99.8,34.1,133.9,269.4,5.1,0.52,31.8,2025.1,0.12,269.7,92.2,361.9,37723113.5,711,71.1,4858092.8,285433.3,22.8,37763717.5,13370235.1,51133952.5,32.79,18.28,0,51.07,37.51,22.94,0,60.45,229824.4,26306774,26536598,477010880,283177470,58506452,3180673,0,0,0,15463027,102553544,81207.5,0,225417.8,29281690,4469.6,0,208051800,59662636,0,44181,610.7,0,0,9997.8,41102.3,8334.8,0,57.5,3666,3272.2,0,97455.2,0,23748,176724,0,0
LowRECost_HighNGPrice,FRCC,2050,456684600,85899380,0,1253940.8,543837900,440273340.2,213262000,17314250,6811527,0.0359,0.0539,0.12,110557.46,109670.4,65.8,1.2,0.12,8.5,498.3,0.04,65.9,23.4,89.3,78.7,1.5,0.15,10.3,596,0.05,78.8,28.1,106.9,126.2,2.4,0.24,14.9,951.1,0.06,126.3,43.3,169.6,258.5,4.9,0.49,30.5,1949.3,0.11,258.8,88.7,347.5,35115769.6,661.8,66.2,4550034.5,265778.3,21.7,35153559.1,12476148.9,47629708.1,30.48,19.34,0,49.81,35.26,24.76,0,60.02,367272,30938996,31306266,533335140,330575870,73172056,3180673,0,0,0,16738048,96904690,918.6,0,219245.9,29281690,10.7,0,240936780,72901064,0,57999.5,610.7,0,0,10698.5,45175.8,7441.8,0,57.5,3666,2267.1,0,112078.7,0,28794.8,231998,0,0
LowRECost_HighNGPrice,ISONE,2025,129221030,325893.4,1486973.4,670924.6,131704820,124575026.4,106736750,185975.5,301022.5,0.0359,0.054,0.12,29362.97,31551,150.7,2.9,0.3,21.5,1390.2,0.12,150.8,63,213.8,158.8,3.1,0.32,22.7,1464.5,0.13,159,66.4,225.3,228,4.9,0.59,27.2,1944.6,0.14,228.3,85.2,313.5,429.6,10.2,1.3,50.7,3529,0.29,430.3,155.9,586.2,19859127.3,383.4,40.1,2836266,183252.5,15.7,19881486.9,8301478.9,28182965.8,37.4,6,0,43.4,39.62,6.58,0,46.2,494099.7,802600.7,1296700.4,131819880,24968068,277068.4,5986378,15071390,0,0,5736958.5,50336840,428718.1,0,6943945.5,26081950,538642.1,1186866,4945408.5,7089317,7196385,246.2,979.2,486,0,4384.8,13615.9,2132.7,0,1959.1,3265.4,5115.3,1830.4,3030,1782,2254.2,984.7,14643.2,0
LowRECost_HighNGPrice,ISONE,2030,141726900,484527.1,2127890,607281.1,144946600,136630937.2,88168570,1187166,2234017.5,0.0359,0.054,0.12,29363.3,34348.6,87.7,1.7,0.17,13.5,661.5,0.08,87.8,33.2,121,92.6,1.8,0.18,14.3,698.5,0.09,92.8,35.1,127.9,158.8,3.3,0.37,18.8,1144.9,0.09,159,53,212,387.8,12.6,1.6,41.7,2544.1,0.21,388.7,117.6,506.2,12799260.1,244.4,25.1,1971284.6,96569.6,12,12813383.7,4852341.5,17665725.2,32.95,5.62,0,38.57,35.05,6.16,0,41.21,2012910.6,944142.1,2957052.8,145993440,56778024,410895.5,5308728,15656336,0,0,8067885,32741818,374958,0,6746481,26081950,197264.9,1696991.4,6637484.5,11539566,30533084,384.7,887.2,0,0,6100.6,12347,1804.7,0,1963.8,3265.4,1283.4,1801,3906.4,7502,3535,1539,14408,0
LowRECost_HighNGPrice,ISONE,2035,158269380,1282721.9,2341482.2,603521.9,162497100,152578320.4,83384400,3263368.2,6189030,0.0359,0.054,0.12,81808.34,38390.1,72.6,1.4,0.14,10.8,546.3,0.07,72.7,27.1,99.8,67.6,1.3,0.14,10.2,507.4,0.07,67.7,25.3,93,106.7,2.3,0.28,12.8,729.8,0.07,106.9,34.6,141.4,344.4,7.1,0.82,41.1,2440.6,0.2,344.9,113.9,458.7,12017140.3,230.4,23.8,1789614.8,90372.3,11.3,12030499.6,4485806.6,16516306.2,36.69,15.39,0,52.08,39.3,16.92,0,56.22,2510701.2,366039.8,2876741,165422770,79112700,1085278.5,3461395.5,15616998,0,0,10379177,30294444,450923,0,7208094.5,26081950,237100.5,1873873.6,7045038.5,24091980,37596508,1276.3,636.4,0,0,7554,12250.9,1804.7,0,1978.8,3265.4,1138.4,1801,3906.4,9186,6821.2,5105.4,14408,0
LowRECost_HighNGPrice,ISONE,2040,176392830,1079881,2293007.2,677109.4,180442830,170049926.7,88129736,7734465.5,16339978,0.0359,0.054,0.12,131000.36,42712.1,85.7,1.6,0.17,12,644.6,0.07,85.8,31.2,117,45,0.9,0.09,6.3,339.4,0.03,45.1,16.4,61.5,57.1,1.1,0.11,6.8,427.2,0.03,57.2,19.5,76.7,298.6,6,0.67,35.5,2154.6,0.16,299,99.8,398.7,16199951.5,309.4,31.7,2263202.6,121863.8,13.1,16217831.9,5898314.1,22116146,33.28,24.61,5.17,63.32,35.62,26.99,5.53,68.4,7784337,461734,8246071,189048340,92313090,912164.4,2924431.8,15549938,0,0,10552935,39860068,2307445.8,0,7023726.5,26081950,247843.6,1827684.8,7024717,29788020,44947416,1168.9,563.5,0,0,7724.8,16618.8,7069.7,0,1978.8,3265.4,1138.4,1801,3903,12030,8398.2,4675.6,14408,0
LowRECost_HighNGPrice,ISONE,2045,193680260,1118891.1,2383978,738005.3,197921140,186715710.8,89675176,11037384,17563166,0.0359,0.054,0.12,129550.6,47032.9,80.9,1.5,0.16,11.3,609.2,0.06,81,29.4,110.4,31.2,0.6,0.06,4.4,235.9,0.03,31.3,11.5,42.7,35.7,0.7,0.07,4.2,265.8,0.02,35.7,12.2,47.9,282.7,5.7,0.63,33.6,2042.7,0.15,283.1,94.5,377.6,16535132.9,315.2,32.2,2302412.6,124546.1,13.2,16553310.2,6017483.9,22570794.2,30.96,24.14,9.69,65.18,33.14,26.43,10.34,70.31,11991573,382121,12373694,204446910,108245950,944272.9,2924431.8,14469955,0,0,10887101,38928216,3672652.5,0,7055174.5,26081950,215404.1,1908900.4,6312834.5,45616264,45429756,1168.9,563.5,0,0,7913.7,16652.4,11188.1,0,1978.8,3265.4,1138.4,1801,3462.7,12030,13566.4,4675.6,14408,0
LowRECost_HighNGPrice,ISONE,2050,208983650,792079,2531997,829571.8,213137300,201468902,77621340,9561027,25190354,0.0359,0.054,0.12,125744.47,51041.3,68.5,1.3,0.13,9.6,517.6,0.06,68.6,25.1,93.7,15.5,0.3,0.03,2.3,117.4,0.01,15.5,5.8,21.3,22.8,0.4,0.04,2.7,171.1,0.01,22.8,7.8,30.6,259.5,5.1,0.55,30.8,1901.2,0.13,259.8,87.5,347.3,15679137.3,297.8,30.2,2200504.1,118400.2,12.7,15696262.8,5732299.2,21428562,29,22.87,13.49,65.8,31.01,24.94,14.38,70.77,21892422,2217509,24109932,228766620,135515950,669591.4,2924431.8,14088086,0,0,11308646,35585470,4689322,0,7043843,26081950,152094.2,2015878.8,13391756,66041576,44773980,691.3,563.5,0,0,8177.1,15465.6,15288.5,0,1978.8,3265.4,593.2,1801,8377.4,12030,21056.7,2765.2,14408,0
LowRECost_HighNGPrice,MISO_Central,2025,317955460,36369.2,1977638.2,1994419.6,321963870,306524478.9,249113300,24266498,7031245,0.0359,0.054,0.12,74168.88,70641.3,496.1,51.1,7.39,22.4,1502.7,0.28,499.6,67.3,566.9,482.4,49.3,7.14,22.5,1486.6,0.28,485.9,66.9,552.8,368.4,26,3.7,27.1,1878.8,0.22,370.2,83.2,453.4,776.4,68.2,9.82,44.2,3087.3,0.43,781.1,136.3,917.4,151175031.4,15566.6,2252.5,6825589.6,457916.7,84.9,152253838.8,20494670.6,172748509.4,35.72,14.9,0,50.62,37.87,16.2,0,54.06,529.7,0,529.7,304728640,72850590,31095.5,2190484.5,3054153,132054960,0,517641.7,44869772,1805567.2,0,1715114.6,42109404,2437514.2,1609976.1,14537920,57795028,0,29.1,375,30561.8,0,356.3,11721.7,11720.3,0,489.6,5272,3817.1,2614.8,7228.9,0,17746.4,116.4,20918.4,0
LowRECost_HighNGPrice,MISO_Central,2030,339330270,2493607.2,2462997.8,3401838.5,347688700,327129702.1,121999090,47269720,65715404,0.0359,0.054,0.12,74163.62,73782.1,194,19.9,2.89,9.5,538.8,0.13,195.4,25.6,221,203.7,20.3,2.94,11.1,600.9,0.14,205.2,29,234.2,239.9,18.2,2.58,16.1,1023.4,0.12,241.1,46.6,287.8,649.6,59,8.48,34.9,2226.1,0.34,653.7,101.3,755,71022758.4,7301.1,1059,3483183.7,197261.4,46.1,71529430.9,9374159.1,80903590,32.92,13.27,0,46.18,35.1,14.51,0,49.6,1337463.9,522642.2,1860106.2,366134400,225689630,2128627.8,2190484.5,5118014,62174516,0,746106,19770256,652828.1,0,1766797,42109404,2546118.8,1987735.8,69585810,155357700,0,1626.6,375,20428.7,0,509.8,11521.5,11454.2,0,510.6,5272,4416.2,2614.8,34148,0,42231.5,6506.4,20918.4,0
LowRECost_HighNGPrice,MISO_Central,2035,371663940,17726034,3556452,3980850.5,396927300,358299814,33555910,47122844,109867820,0.0359,0.054,0.12,89226.76,81310.8,26.7,0.6,0.08,4.2,176.2,0.04,26.7,9.4,36.1,37.1,0.8,0.11,5.8,248.4,0.05,37.1,13.2,50.3,73.8,1.7,0.23,8.9,479.2,0.06,73.9,23.2,97.1,247.6,5.1,0.59,29.5,1753.8,0.14,247.9,81.8,329.8,12251600,278.5,36.8,1909818,80993.3,18,12269957.1,4328329.9,16598287,30.96,15.59,0,46.55,33.56,17.69,0,51.25,30556048,12377639,42933690,459672260,363371360,15148403,1819986.8,4633030.5,0,0,1448836.9,22658668,2245044.2,0,1648536.8,42109404,3162850.8,2874974.8,113735960,248186580,0,13585.5,324.7,0,0,1002.1,11522.6,11190.8,0,510.6,5272,4285.9,2614.8,60332.6,0,75679.4,54341.9,20918.4,0
LowRECost_HighNGPrice,MISO_Central,2040,402937660,19919220,3489219.5,4406108,430752200,388448450.8,1255171.6,49024332,139558910,0.0359,0.054,0.12,107959.93,89385.4,19.5,0.4,0.06,3.1,129,0.03,19.5,7,26.5,12.7,0.2,0.03,2.2,96.5,0.02,12.8,5.1,17.8,39.3,0.8,0.1,4.7,275.5,0.02,39.4,12.9,52.3,210.9,4.3,0.5,25.2,1497.9,0.12,211.2,69.8,281,10164097.6,231.3,30.7,1636927.2,67249.2,16.3,10179360.6,3645411.6,13824772.2,27.07,19.35,0,46.42,29.32,21.93,0,51.25,69869150,23437502,93306660,521286750,429497020,17029352,1282286.4,3686752.5,0,0,2332413.8,18681506,1937060.4,0,1584851.9,42109404,2651709.5,2826832.5,130743630,296421020,0,16084.7,251.7,0,0,1621.2,11584.4,11903.8,0,510.6,5272,4235.6,2614.8,72768.9,0,96554.6,64338.9,20918.4,0
LowRECost_HighNGPrice,MISO_Central,2045,432634940,18687998,3467851.2,4972220,459763000,417077727.5,-46725616,50927436,185516200,0.0359,0.054,0.12,112716.88,96074.8,15.2,0.3,0.04,2.5,102.5,0.03,15.3,5.6,20.9,8.8,0.2,0.02,1.6,66.9,0.02,8.8,3.6,12.5,51.6,1.1,0.12,6.1,367.4,0.03,51.6,17.1,68.7,183.5,3.7,0.43,21.9,1310.2,0.1,183.7,60.9,244.7,9060618.9,202.9,26.4,1501594.6,60899.9,15.2,9073870.5,3320561.4,12394431.9,22.84,20.35,0,43.2,24.67,22.89,0,47.56,130102320,37400596,167502910,594351740,506488640,15975893,1282286.4,2763345.2,0,0,4234838,17383102,1913799.6,0,1491500,42109404,2134277.5,2809540.2,144213230,358040540,0,15675,251.7,0,0,2914.9,9901.1,10326.7,0,510.6,5272,4082.7,2614.8,84241.5,0,126682.4,62699.8,20918.4,0
LowRECost_HighNGPrice,MISO_Central,2050,456997820,17350646,3467114.5,5412749.5,483228350,440564858,-62432310,55219464,201651500,0.0359,0.054,0.12,107668.36,101147.8,12.7,0.3,0.04,2.2,86.5,0.02,12.8,4.8,17.5,7.4,0.1,0.01,1.4,57.2,0.02,7.4,3.1,10.6,43,0.9,0.1,5.1,309.4,0.02,43,14.4,57.4,162.9,3.4,0.39,19.4,1153.7,0.1,163.1,53.8,216.9,8016826.7,177.7,22.8,1374648.1,54470.5,14.3,8028352,3001766.7,11030118.7,20.73,19.48,0,40.21,22.35,21.78,0,44.14,178371550,49897356,228268900,629660400,545660700,14839958,1282286.4,2350081.2,0,0,6293041,15548522,1803460.8,0,1450304.8,42109404,1810011.8,2805695.8,149304430,390063230,0,15077.6,251.7,0,0,4278,9778,10991.1,0,510.6,5272,2999.4,2614.8,91386.9,0,145153.1,60310.5,20918.4,0
LowRECost_HighNGPrice,MISO_North,2025,230686300,84020.4,0,1840331.2,232610660,222391650,146476050,19021834,4487630,0.0359,0.054,0.12,74182.55,48470.1,328.5,31.7,4.57,17.1,1149,0.19,330.7,51.4,382,338.7,32.9,4.75,17.4,1169.9,0.19,341,52.3,393.3,362.3,27.1,3.86,25.2,1762.7,0.21,364.2,77.7,441.9,781.9,72.6,10.45,40.6,2890.6,0.41,786.9,126.8,913.7,71631958,6917.3,996.8,3726422.7,250577.7,40.9,72110227.7,11204802,83315029.7,35.98,14.58,0,50.56,38.14,15.74,0,53.88,21901.3,572.3,22473.5,218076460,86134616,71709.2,2158853,8201252,59685280,0,1361327.8,30634422,2651859.2,0,4494981.5,22761602,1281886.2,0,7720943,77052344,0,69.3,351.7,11629.9,0,960.2,7633.3,7105.3,0,925.4,2849.7,2482.6,0,4019.5,0,21757.4,277,0,0
LowRECost_HighNGPrice,MISO_North,2030,256627100,4435444,0,2710787.2,263773340,247399334.4,97595816,21036878,16392482,0.0359,0.054,0.12,74192.77,51943.2,149.7,15.7,2.27,7.1,413.4,0.09,150.8,19.4,170.2,161.4,16.9,2.45,7.6,442,0.1,162.5,20.8,183.3,204.8,17.8,2.56,11.7,744.5,0.11,206,33.9,239.9,616,61.1,8.82,28.1,1864,0.31,620.3,83.7,704,38800294.3,4059.3,587.3,1827084.1,107135.7,23.9,39081581.1,5026253,44107834.1,26.15,13.51,0,39.66,27.94,14.71,0,42.65,14083472,536353.2,14619826,259128930,166177520,3789846.5,1436489.4,13611738,35879764,0,1894000.4,10169308,523242.2,0,4538603.5,22761602,240826.1,0,32161434,132122090,0,3294.7,240,10756.9,0,1349.9,7633.3,6289.4,0,937.4,2849.7,1519.4,0,16542.4,0,36468.1,13178.6,0,0
LowRECost_HighNGPrice,MISO_North,2035,290110820,4876294.5,0,2650315.5,297637440,279677526.5,84902930,31437620,19171172,0.036,0.054,0.12,117543.98,58663.2,38.8,0.8,0.08,5.5,287.4,0.04,38.9,14.1,53,39.9,0.8,0.08,5.8,295.8,0.04,40,14.6,54.5,94.4,1.8,0.2,11.2,695.8,0.05,94.5,31.9,126.5,217.2,4.3,0.47,25.8,1587.7,0.11,217.5,73.1,290.6,11083190.7,217.1,23.3,1570266.8,82028.2,10.3,11096014.2,4017510.8,15113525,27.44,22.96,0.14,50.54,29.31,24.97,0.15,54.44,27300988,2549913,29850902,285370980,212734510,4168100.5,1436489.4,12220399,0,0,2646306.2,23061980,4019918.5,0,4392241,22761602,575750.3,0,41089052,168999150,0,4116,240,0,0,1893.5,10510.8,13840.3,0,939.4,2849.7,1445,0,21599,0,48599.6,16464.2,0,0
LowRECost_HighNGPrice,MISO_North,2040,315758500,5637744,0,2765681.8,324161920,304403296,88036190,37029348,18966440,0.036,0.054,0.12,117771.56,63059.5,32.7,0.6,0.07,4.7,242.5,0.03,32.7,11.9,44.6,22.7,0.4,0.05,3.2,167.8,0.02,22.8,8.2,31,56.7,1.1,0.12,6.7,415,0.03,56.8,19.1,75.9,190.5,3.8,0.41,22.6,1391.3,0.1,190.7,64.1,254.8,9994619.2,195,20.8,1440619.4,74232.3,9.7,10006096.7,3655381.2,13661477.9,24.99,23.17,0.24,48.4,26.68,25.2,0.26,52.15,37533132,3291904.2,40825036,306099000,236125730,4820354,1436489.4,11854131,0,0,3746320.8,20104300,4185268.5,0,4344337.5,22761602,466799,0,44732260,187647140,0,4675.5,240,0,0,2683,10510.8,16812.9,0,939.4,2849.7,1422.8,0,23641.6,0,53792.3,18701.8,0,0
LowRECost_HighNGPrice,MISO_North,2045,339224830,1872045.8,0,2829581.2,343926460,327025585.7,93918824,45319476,17466844,0.036,0.054,0.12,116326.61,68416.7,32.6,0.6,0.06,4.7,246.3,0.03,32.6,12,44.6,20.2,0.4,0.04,2.9,152.8,0.02,20.2,7.4,27.7,57.1,1.1,0.12,6.8,424.5,0.03,57.2,19.4,76.6,161.7,3.1,0.33,19.1,1200.6,0.08,161.9,54.9,216.8,10304309.5,195.9,19.9,1473964.6,77855.9,9.4,10315584.2,3796632.2,14112216.4,21.8,23.62,0.05,45.48,23.15,25.37,0.05,48.58,49348484,4258229,53606710,316073820,250007630,1599204.9,1436489.4,11317937,0,0,5249465,17584620,6937206.5,0,4317972,22761602,111158.7,0,45774096,198984060,0,1453.7,240,0,0,3760.3,10350.8,31753,0,939.4,2849.7,881.9,0,24254.3,0,58284.2,5814.6,0,0
LowRECost_HighNGPrice,MISO_North,2050,358360260,1433440.5,0,2886813.2,362680500,345472969.8,85505110,48179390,20142294,0.036,0.054,0.12,112996.2,72478.1,27.9,0.5,0.05,3.9,210.9,0.02,27.9,10.2,38.1,17.3,0.3,0.03,2.4,130.7,0.01,17.3,6.3,23.6,56.2,1.1,0.11,6.7,418.4,0.03,56.2,19.1,75.3,142.4,2.7,0.28,16.8,1062.3,0.07,142.5,48.5,191.1,9333831.9,177.1,17.9,1307265.3,70567.9,7.9,9344001.1,3412351.5,12756352.6,19.77,23.2,0,42.97,20.98,24.86,0,45.84,74417390,5025218,79442610,334643420,277175400,1224677,1193419.2,10467784,0,0,7107297,15789690,6428709.5,0,4268571.5,18021100,74066.6,0,44449650,225618460,0,1135.6,207,0,0,5093.3,10299.8,32602.3,0,939.4,2256.2,642.1,0,23635.2,0,69675.9,4542.2,0,0
LowRECost_HighNGPrice,MISO_South,2025,216510820,236531.8,14918,895194.9,217657470,208727603.9,200393400,8220814.5,716927.4,0.0359,0.0539,0.12,73727.89,47820.5,357.5,19.9,2.78,33.2,2207.7,0.25,358.9,99.1,457.9,362.3,20.3,2.83,33.5,2230.2,0.26,363.7,100.1,463.8,457.8,17.3,2.38,48.2,3275.7,0.31,459,145.9,604.9,639.8,39.6,5.84,55.1,3151,0.53,642.6,149.1,791.7,75132048.3,4177.1,584.4,6981359.4,463947.2,53.3,75416071.6,20821539.9,96237611.4,39.28,15.31,0,54.58,41.57,16.54,0,58.11,0,0,0,210153580,17264068,201022.8,1198375.8,0,28323812,0,752540.3,108685490,673491.4,0,3647090.5,42746000,7402358.5,11883.3,8839567,7671961,0,213.9,165.8,6686.9,0,493.5,19218.3,3385.5,0,1245.2,5351.7,9226.3,30,4139.9,0,2999.2,855.7,240,0
LowRECost_HighNGPrice,MISO_South,2030,230936060,3274860.5,60109.9,1674383.2,235945420,222634121,136796000,25268988,7695923,0.0359,0.054,0.12,73707.58,50236.1,168.9,11.1,1.54,14.8,825.6,0.12,169.7,39.4,209.1,174.9,11.9,1.66,14.8,832.3,0.13,175.7,39.7,215.4,199.3,11.4,1.58,16.9,1042.3,0.11,200,47.9,248,689.2,63.5,9.12,35.9,2342.3,0.35,693.6,105.8,799.4,36885849.3,2417,337.3,3232292.5,180285.4,26.9,37049952.3,8612150.1,45662102.4,36.35,13.93,0,50.28,38.69,15.23,0,53.92,374751.3,536440.1,911191.4,218372350,99149416,2788026.5,1116615.9,0,18422082,0,1748157.6,49381144,131448,0,3674063.5,42746000,915389.9,48176,67167680,30233578,0,2121,154.7,4544.5,0,1145.8,20051,3323.6,0,1257.2,5351.7,7050.8,30,31491.9,0,9972.9,8484.1,240,0
LowRECost_HighNGPrice,MISO_South,2035,257431760,11507620,72550,2354237.8,271366180,248177131.8,123290030,50826450,21403184,0.0359,0.054,0.12,52719.67,54147.9,57.4,1.1,0.12,8.5,429.3,0.06,57.4,21.3,78.7,56,1.1,0.11,8.3,419.3,0.06,56.1,20.8,76.9,100.9,2.1,0.25,12.1,703.5,0.06,101,33,134,237.3,4.6,0.49,28.1,1756.7,0.11,237.6,80.5,318.1,13879848.7,268.5,28.2,2057233.7,103868,15.3,13895540,5156666.7,19052206.7,33.09,9.37,0,42.46,35.8,10.54,0,46.34,907844.7,6692866.5,7600711,241942910,148076130,9809707,1116615.9,0,0,0,2731260.8,35889664,154054,0,3668980.8,42746000,423357.6,58400,86020990,59323880,0,7170.8,154.7,0,0,1817.5,20051,3323.6,0,1257.2,5351.7,4156.2,30,42692.4,0,19446.8,28683.1,240,0
LowRECost_HighNGPrice,MISO_South,2040,281819840,15061267,73410.4,2639563,299594080,271688370.9,120328320,56122188,23707882,0.0359,0.054,0.12,76037.9,59492,39.1,0.8,0.08,6.2,294,0.05,39.2,15,54.1,38.8,0.7,0.08,6.1,292,0.05,38.9,14.8,53.7,75.9,1.5,0.17,9,553,0.04,76,25.5,101.5,203.3,3.9,0.41,24.1,1507.5,0.1,203.5,69,272.5,10448891.9,201.7,21.1,1650487.7,78551.7,13.6,10460651.7,3995038.2,14455689.9,28.95,13.42,0,42.37,31.52,15.21,0,46.73,2120465,12446335,14566800,267179740,179265740,12849035,1116615.9,0,0,0,3475571.5,27092820,113572.9,0,3646447.2,42746000,290452.2,59075.1,99399384,76390790,0,9541.7,154.7,0,0,2322.5,20051,3323.6,0,1257.2,5351.7,4156.2,30,50760.1,0,24750.9,38166.9,240,0
LowRECost_HighNGPrice,MISO_South,2045,301643940,19299444,68423.7,2904180.2,323915970,290800018.4,117039250,56801300,24754548,0.0359,0.054,0.12,102888.48,64276.2,27.3,0.5,0.05,4.7,206.8,0.04,27.4,10.8,38.2,27.5,0.5,0.05,4.6,207.8,0.04,27.5,10.8,38.3,59.8,1.2,0.13,7.1,435.5,0.03,59.9,20.1,80,167.6,3.2,0.34,19.8,1244.8,0.08,167.8,57,224.7,7978582.2,153.4,15.9,1357552.2,60353.9,12.4,7987498.8,3159478.7,11146977.5,23.23,18.23,0,41.46,25.4,20.88,0,46.28,7565710.5,14856965,22422676,291869220,206876740,16472586,1116615.9,0,0,0,4128146.5,20696880,107804.7,0,3608560,42746000,188812.6,55243.8,105306080,97442504,0,13262.8,154.7,0,0,2761.1,20051,3330,0,1257.2,5351.7,3113.4,30,53712.3,0,32525.2,53051.4,240,0
